"","Year","Round","State","Representatives","Standing"
"213",2010,4,"Illinois",1,45
"214",2010,4,"Indiana",1,35
"215",2010,4,"Iowa",1,20
"216",2010,4,"Kansas",1,17
"217",2010,4,"Kentucky",1,24
"218",2010,4,"Louisiana",1,25
"219",2010,4,"Maine",1,9
"220",2010,4,"Maryland",1,31
"221",2010,4,"Massachusetts",1,36
"222",2010,4,"Michigan",1,42
"223",2010,4,"Minnesota",1,29
"224",2010,4,"Mississippi",1,19
"225",2010,4,"Missouri",1,32
"226",2010,4,"Montana",1,6
"227",2010,4,"Nebraska",1,12
"228",2010,4,"Nevada",1,15
"229",2010,4,"New Hampshire",1,8
"230",2010,4,"New Jersey",1,39
"231",2010,4,"New Mexico",1,14
"232",2010,4,"New York",2,49
"233",2010,4,"North Carolina",1,40
"234",2010,4,"North Dakota",1,2
"235",2010,4,"Ohio",1,43
"236",2010,4,"Oklahoma",1,22
"237",2010,4,"Oregon",1,23
"238",2010,4,"Pennsylvania",1,44
"239",2010,4,"Rhode Island",1,7
"240",2010,4,"South Carolina",1,26
"241",2010,4,"South Dakota",1,4
"242",2010,4,"Tennessee",1,33
"243",2010,4,"Texas",2,46
"244",2010,4,"Utah",1,16
"245",2010,4,"Vermont",1,1
"246",2010,4,"Virginia",1,38
"247",2010,4,"Washington",1,37
"248",2010,4,"West Virginia",1,13
"249",2010,4,"Wisconsin",1,30
"250",2010,4,"Wyoming",1,0
"251",2010,5,"Alabama",1,27
"252",2010,5,"Alaska",1,3
"253",2010,5,"Arizona",1,34
"254",2010,5,"Arkansas",1,18
"255",2010,5,"California",3,48
"256",2010,5,"Colorado",1,28
"257",2010,5,"Connecticut",1,21
"258",2010,5,"Delaware",1,5
"259",2010,5,"Florida",2,49
"260",2010,5,"Georgia",1,41
"261",2010,5,"Hawaii",1,10
"262",2010,5,"Idaho",1,11
"263",2010,5,"Illinois",1,46
"264",2010,5,"Indiana",1,35
"265",2010,5,"Iowa",1,20
"266",2010,5,"Kansas",1,17
"267",2010,5,"Kentucky",1,24
"268",2010,5,"Louisiana",1,25
"269",2010,5,"Maine",1,9
"270",2010,5,"Maryland",1,31
"271",2010,5,"Massachusetts",1,36
"272",2010,5,"Michigan",1,42
"273",2010,5,"Minnesota",1,29
"274",2010,5,"Mississippi",1,19
"275",2010,5,"Missouri",1,32
"276",2010,5,"Montana",1,6
"277",2010,5,"Nebraska",1,12
"278",2010,5,"Nevada",1,15
"279",2010,5,"New Hampshire",1,8
"280",2010,5,"New Jersey",1,39
"281",2010,5,"New Mexico",1,14
"282",2010,5,"New York",2,43
"283",2010,5,"North Carolina",1,40
"284",2010,5,"North Dakota",1,2
"285",2010,5,"Ohio",1,44
"286",2010,5,"Oklahoma",1,22
"287",2010,5,"Oregon",1,23
"288",2010,5,"Pennsylvania",1,45
"289",2010,5,"Rhode Island",1,7
"290",2010,5,"South Carolina",1,26
"291",2010,5,"South Dakota",1,4
"292",2010,5,"Tennessee",1,33
"293",2010,5,"Texas",2,47
"294",2010,5,"Utah",1,16
"295",2010,5,"Vermont",1,1
"296",2010,5,"Virginia",1,38
"297",2010,5,"Washington",1,37
"298",2010,5,"West Virginia",1,13
"299",2010,5,"Wisconsin",1,30
"300",2010,5,"Wyoming",1,0
"301",2010,6,"Alabama",1,27
"302",2010,6,"Alaska",1,3
"303",2010,6,"Arizona",1,34
"304",2010,6,"Arkansas",1,18
"305",2010,6,"California",4,49
"306",2010,6,"Colorado",1,28
"307",2010,6,"Connecticut",1,21
"308",2010,6,"Delaware",1,5
"309",2010,6,"Florida",2,43
"310",2010,6,"Georgia",1,41
"311",2010,6,"Hawaii",1,10
"312",2010,6,"Idaho",1,11
"313",2010,6,"Illinois",1,47
"314",2010,6,"Indiana",1,35
"315",2010,6,"Iowa",1,20
"316",2010,6,"Kansas",1,17
"317",2010,6,"Kentucky",1,24
"318",2010,6,"Louisiana",1,25
"319",2010,6,"Maine",1,9
"320",2010,6,"Maryland",1,31
"321",2010,6,"Massachusetts",1,36
"322",2010,6,"Michigan",1,42
"323",2010,6,"Minnesota",1,29
"324",2010,6,"Mississippi",1,19
"325",2010,6,"Missouri",1,32
"326",2010,6,"Montana",1,6
"327",2010,6,"Nebraska",1,12
"328",2010,6,"Nevada",1,15
"329",2010,6,"New Hampshire",1,8
"330",2010,6,"New Jersey",1,39
"331",2010,6,"New Mexico",1,14
"332",2010,6,"New York",2,44
"333",2010,6,"North Carolina",1,40
"334",2010,6,"North Dakota",1,2
"335",2010,6,"Ohio",1,45
"336",2010,6,"Oklahoma",1,22
"337",2010,6,"Oregon",1,23
"338",2010,6,"Pennsylvania",1,46
"339",2010,6,"Rhode Island",1,7
"340",2010,6,"South Carolina",1,26
"341",2010,6,"South Dakota",1,4
"342",2010,6,"Tennessee",1,33
"343",2010,6,"Texas",2,48
"344",2010,6,"Utah",1,16
"345",2010,6,"Vermont",1,1
"346",2010,6,"Virginia",1,38
"347",2010,6,"Washington",1,37
"348",2010,6,"West Virginia",1,13
"349",2010,6,"Wisconsin",1,30
"350",2010,6,"Wyoming",1,0
"351",2010,7,"Alabama",1,27
"352",2010,7,"Alaska",1,3
"353",2010,7,"Arizona",1,34
"354",2010,7,"Arkansas",1,18
"355",2010,7,"California",4,46
"356",2010,7,"Colorado",1,28
"357",2010,7,"Connecticut",1,21
"358",2010,7,"Delaware",1,5
"359",2010,7,"Florida",2,43
"360",2010,7,"Georgia",1,41
"361",2010,7,"Hawaii",1,10
"362",2010,7,"Idaho",1,11
"363",2010,7,"Illinois",1,48
"364",2010,7,"Indiana",1,35
"365",2010,7,"Iowa",1,20
"366",2010,7,"Kansas",1,17
"367",2010,7,"Kentucky",1,24
"368",2010,7,"Louisiana",1,25
"369",2010,7,"Maine",1,9
"370",2010,7,"Maryland",1,31
"371",2010,7,"Massachusetts",1,36
"372",2010,7,"Michigan",1,42
"373",2010,7,"Minnesota",1,29
"374",2010,7,"Mississippi",1,19
"375",2010,7,"Missouri",1,32
"376",2010,7,"Montana",1,6
"377",2010,7,"Nebraska",1,12
"378",2010,7,"Nevada",1,15
"379",2010,7,"New Hampshire",1,8
"380",2010,7,"New Jersey",1,39
"381",2010,7,"New Mexico",1,14
"382",2010,7,"New York",2,44
"383",2010,7,"North Carolina",1,40
"384",2010,7,"North Dakota",1,2
"385",2010,7,"Ohio",1,45
"386",2010,7,"Oklahoma",1,22
"387",2010,7,"Oregon",1,23
"388",2010,7,"Pennsylvania",1,47
"389",2010,7,"Rhode Island",1,7
"390",2010,7,"South Carolina",1,26
"391",2010,7,"South Dakota",1,4
"392",2010,7,"Tennessee",1,33
"393",2010,7,"Texas",3,49
"394",2010,7,"Utah",1,16
"395",2010,7,"Vermont",1,1
"396",2010,7,"Virginia",1,38
"397",2010,7,"Washington",1,37
"398",2010,7,"West Virginia",1,13
"399",2010,7,"Wisconsin",1,30
"400",2010,7,"Wyoming",1,0
"401",2010,8,"Alabama",1,27
"402",2010,8,"Alaska",1,3
"403",2010,8,"Arizona",1,34
"404",2010,8,"Arkansas",1,18
"405",2010,8,"California",4,47
"406",2010,8,"Colorado",1,28
"407",2010,8,"Connecticut",1,21
"408",2010,8,"Delaware",1,5
"409",2010,8,"Florida",2,44
"410",2010,8,"Georgia",1,41
"411",2010,8,"Hawaii",1,10
"412",2010,8,"Idaho",1,11
"413",2010,8,"Illinois",2,49
"414",2010,8,"Indiana",1,35
"415",2010,8,"Iowa",1,20
"416",2010,8,"Kansas",1,17
"417",2010,8,"Kentucky",1,24
"418",2010,8,"Louisiana",1,25
"419",2010,8,"Maine",1,9
"420",2010,8,"Maryland",1,31
"421",2010,8,"Massachusetts",1,36
"422",2010,8,"Michigan",1,42
"423",2010,8,"Minnesota",1,29
"424",2010,8,"Mississippi",1,19
"425",2010,8,"Missouri",1,32
"426",2010,8,"Montana",1,6
"427",2010,8,"Nebraska",1,12
"428",2010,8,"Nevada",1,15
"429",2010,8,"New Hampshire",1,8
"430",2010,8,"New Jersey",1,39
"431",2010,8,"New Mexico",1,14
"432",2010,8,"New York",2,45
"433",2010,8,"North Carolina",1,40
"434",2010,8,"North Dakota",1,2
"435",2010,8,"Ohio",1,46
"436",2010,8,"Oklahoma",1,22
"437",2010,8,"Oregon",1,23
"438",2010,8,"Pennsylvania",1,48
"439",2010,8,"Rhode Island",1,7
"440",2010,8,"South Carolina",1,26
"441",2010,8,"South Dakota",1,4
"442",2010,8,"Tennessee",1,33
"443",2010,8,"Texas",3,43
"444",2010,8,"Utah",1,16
"445",2010,8,"Vermont",1,1
"446",2010,8,"Virginia",1,38
"447",2010,8,"Washington",1,37
"448",2010,8,"West Virginia",1,13
"449",2010,8,"Wisconsin",1,30
"450",2010,8,"Wyoming",1,0
"451",2010,9,"Alabama",1,27
"452",2010,9,"Alaska",1,3
"453",2010,9,"Arizona",1,34
"454",2010,9,"Arkansas",1,18
"455",2010,9,"California",4,48
"456",2010,9,"Colorado",1,28
"457",2010,9,"Connecticut",1,21
"458",2010,9,"Delaware",1,5
"459",2010,9,"Florida",2,45
"460",2010,9,"Georgia",1,42
"461",2010,9,"Hawaii",1,10
"462",2010,9,"Idaho",1,11
"463",2010,9,"Illinois",2,38
"464",2010,9,"Indiana",1,35
"465",2010,9,"Iowa",1,20
"466",2010,9,"Kansas",1,17
"467",2010,9,"Kentucky",1,24
"468",2010,9,"Louisiana",1,25
"469",2010,9,"Maine",1,9
"470",2010,9,"Maryland",1,31
"471",2010,9,"Massachusetts",1,36
"472",2010,9,"Michigan",1,43
"473",2010,9,"Minnesota",1,29
"474",2010,9,"Mississippi",1,19
"475",2010,9,"Missouri",1,32
"476",2010,9,"Montana",1,6
"477",2010,9,"Nebraska",1,12
"478",2010,9,"Nevada",1,15
"479",2010,9,"New Hampshire",1,8
"480",2010,9,"New Jersey",1,40
"481",2010,9,"New Mexico",1,14
"482",2010,9,"New York",2,46
"483",2010,9,"North Carolina",1,41
"484",2010,9,"North Dakota",1,2
"485",2010,9,"Ohio",1,47
"486",2010,9,"Oklahoma",1,22
"487",2010,9,"Oregon",1,23
"488",2010,9,"Pennsylvania",2,49
"489",2010,9,"Rhode Island",1,7
"490",2010,9,"South Carolina",1,26
"491",2010,9,"South Dakota",1,4
"492",2010,9,"Tennessee",1,33
"493",2010,9,"Texas",3,44
"494",2010,9,"Utah",1,16
"495",2010,9,"Vermont",1,1
"496",2010,9,"Virginia",1,39
"497",2010,9,"Washington",1,37
"498",2010,9,"West Virginia",1,13
"499",2010,9,"Wisconsin",1,30
"500",2010,9,"Wyoming",1,0
"501",2010,10,"Alabama",1,27
"502",2010,10,"Alaska",1,3
"503",2010,10,"Arizona",1,34
"504",2010,10,"Arkansas",1,18
"505",2010,10,"California",5,49
"506",2010,10,"Colorado",1,28
"507",2010,10,"Connecticut",1,21
"508",2010,10,"Delaware",1,5
"509",2010,10,"Florida",2,46
"510",2010,10,"Georgia",1,43
"511",2010,10,"Hawaii",1,10
"512",2010,10,"Idaho",1,11
"513",2010,10,"Illinois",2,39
"514",2010,10,"Indiana",1,35
"515",2010,10,"Iowa",1,20
"516",2010,10,"Kansas",1,17
"517",2010,10,"Kentucky",1,24
"518",2010,10,"Louisiana",1,25
"519",2010,10,"Maine",1,9
"520",2010,10,"Maryland",1,31
"521",2010,10,"Massachusetts",1,36
"522",2010,10,"Michigan",1,44
"523",2010,10,"Minnesota",1,29
"524",2010,10,"Mississippi",1,19
"525",2010,10,"Missouri",1,32
"526",2010,10,"Montana",1,6
"527",2010,10,"Nebraska",1,12
"528",2010,10,"Nevada",1,15
"529",2010,10,"New Hampshire",1,8
"530",2010,10,"New Jersey",1,41
"531",2010,10,"New Mexico",1,14
"532",2010,10,"New York",2,47
"533",2010,10,"North Carolina",1,42
"534",2010,10,"North Dakota",1,2
"535",2010,10,"Ohio",1,48
"536",2010,10,"Oklahoma",1,22
"537",2010,10,"Oregon",1,23
"538",2010,10,"Pennsylvania",2,38
"539",2010,10,"Rhode Island",1,7
"540",2010,10,"South Carolina",1,26
"541",2010,10,"South Dakota",1,4
"542",2010,10,"Tennessee",1,33
"543",2010,10,"Texas",3,45
"544",2010,10,"Utah",1,16
"545",2010,10,"Vermont",1,1
"546",2010,10,"Virginia",1,40
"547",2010,10,"Washington",1,37
"548",2010,10,"West Virginia",1,13
"549",2010,10,"Wisconsin",1,30
"550",2010,10,"Wyoming",1,0
"551",2010,11,"Alabama",1,27
"552",2010,11,"Alaska",1,3
"553",2010,11,"Arizona",1,34
"554",2010,11,"Arkansas",1,18
"555",2010,11,"California",5,43
"556",2010,11,"Colorado",1,28
"557",2010,11,"Connecticut",1,21
"558",2010,11,"Delaware",1,5
"559",2010,11,"Florida",2,47
"560",2010,11,"Georgia",1,44
"561",2010,11,"Hawaii",1,10
"562",2010,11,"Idaho",1,11
"563",2010,11,"Illinois",2,39
"564",2010,11,"Indiana",1,35
"565",2010,11,"Iowa",1,20
"566",2010,11,"Kansas",1,17
"567",2010,11,"Kentucky",1,24
"568",2010,11,"Louisiana",1,25
"569",2010,11,"Maine",1,9
"570",2010,11,"Maryland",1,31
"571",2010,11,"Massachusetts",1,36
"572",2010,11,"Michigan",1,45
"573",2010,11,"Minnesota",1,29
"574",2010,11,"Mississippi",1,19
"575",2010,11,"Missouri",1,32
"576",2010,11,"Montana",1,6
"577",2010,11,"Nebraska",1,12
"578",2010,11,"Nevada",1,15
"579",2010,11,"New Hampshire",1,8
"580",2010,11,"New Jersey",1,41
"581",2010,11,"New Mexico",1,14
"582",2010,11,"New York",2,48
"583",2010,11,"North Carolina",1,42
"584",2010,11,"North Dakota",1,2
"585",2010,11,"Ohio",2,49
"586",2010,11,"Oklahoma",1,22
"587",2010,11,"Oregon",1,23
"588",2010,11,"Pennsylvania",2,38
"589",2010,11,"Rhode Island",1,7
"590",2010,11,"South Carolina",1,26
"591",2010,11,"South Dakota",1,4
"592",2010,11,"Tennessee",1,33
"593",2010,11,"Texas",3,46
"594",2010,11,"Utah",1,16
"595",2010,11,"Vermont",1,1
"596",2010,11,"Virginia",1,40
"597",2010,11,"Washington",1,37
"598",2010,11,"West Virginia",1,13
"599",2010,11,"Wisconsin",1,30
"600",2010,11,"Wyoming",1,0
"601",2010,12,"Alabama",1,27
"602",2010,12,"Alaska",1,3
"603",2010,12,"Arizona",1,34
"604",2010,12,"Arkansas",1,18
"605",2010,12,"California",5,44
"606",2010,12,"Colorado",1,28
"607",2010,12,"Connecticut",1,21
"608",2010,12,"Delaware",1,5
"609",2010,12,"Florida",2,48
"610",2010,12,"Georgia",1,45
"611",2010,12,"Hawaii",1,10
"612",2010,12,"Idaho",1,11
"613",2010,12,"Illinois",2,40
"614",2010,12,"Indiana",1,35
"615",2010,12,"Iowa",1,20
"616",2010,12,"Kansas",1,17
"617",2010,12,"Kentucky",1,24
"618",2010,12,"Louisiana",1,25
"619",2010,12,"Maine",1,9
"620",2010,12,"Maryland",1,31
"621",2010,12,"Massachusetts",1,36
"622",2010,12,"Michigan",1,46
"623",2010,12,"Minnesota",1,29
"624",2010,12,"Mississippi",1,19
"625",2010,12,"Missouri",1,32
"626",2010,12,"Montana",1,6
"627",2010,12,"Nebraska",1,12
"628",2010,12,"Nevada",1,15
"629",2010,12,"New Hampshire",1,8
"630",2010,12,"New Jersey",1,42
"631",2010,12,"New Mexico",1,14
"632",2010,12,"New York",3,49
"633",2010,12,"North Carolina",1,43
"634",2010,12,"North Dakota",1,2
"635",2010,12,"Ohio",2,37
"636",2010,12,"Oklahoma",1,22
"637",2010,12,"Oregon",1,23
"638",2010,12,"Pennsylvania",2,39
"639",2010,12,"Rhode Island",1,7
"640",2010,12,"South Carolina",1,26
"641",2010,12,"South Dakota",1,4
"642",2010,12,"Tennessee",1,33
"643",2010,12,"Texas",3,47
"644",2010,12,"Utah",1,16
"645",2010,12,"Vermont",1,1
"646",2010,12,"Virginia",1,41
"647",2010,12,"Washington",1,38
"648",2010,12,"West Virginia",1,13
"649",2010,12,"Wisconsin",1,30
"650",2010,12,"Wyoming",1,0
"651",2010,13,"Alabama",1,27
"652",2010,13,"Alaska",1,3
"653",2010,13,"Arizona",1,34
"654",2010,13,"Arkansas",1,18
"655",2010,13,"California",5,45
"656",2010,13,"Colorado",1,28
"657",2010,13,"Connecticut",1,21
"658",2010,13,"Delaware",1,5
"659",2010,13,"Florida",3,49
"660",2010,13,"Georgia",1,46
"661",2010,13,"Hawaii",1,10
"662",2010,13,"Idaho",1,11
"663",2010,13,"Illinois",2,40
"664",2010,13,"Indiana",1,35
"665",2010,13,"Iowa",1,20
"666",2010,13,"Kansas",1,17
"667",2010,13,"Kentucky",1,24
"668",2010,13,"Louisiana",1,25
"669",2010,13,"Maine",1,9
"670",2010,13,"Maryland",1,31
"671",2010,13,"Massachusetts",1,36
"672",2010,13,"Michigan",1,47
"673",2010,13,"Minnesota",1,29
"674",2010,13,"Mississippi",1,19
"675",2010,13,"Missouri",1,32
"676",2010,13,"Montana",1,6
"677",2010,13,"Nebraska",1,12
"678",2010,13,"Nevada",1,15
"679",2010,13,"New Hampshire",1,8
"680",2010,13,"New Jersey",1,43
"681",2010,13,"New Mexico",1,14
"682",2010,13,"New York",3,41
"683",2010,13,"North Carolina",1,44
"684",2010,13,"North Dakota",1,2
"685",2010,13,"Ohio",2,37
"686",2010,13,"Oklahoma",1,22
"687",2010,13,"Oregon",1,23
"688",2010,13,"Pennsylvania",2,39
"689",2010,13,"Rhode Island",1,7
"690",2010,13,"South Carolina",1,26
"691",2010,13,"South Dakota",1,4
"692",2010,13,"Tennessee",1,33
"693",2010,13,"Texas",3,48
"694",2010,13,"Utah",1,16
"695",2010,13,"Vermont",1,1
"696",2010,13,"Virginia",1,42
"697",2010,13,"Washington",1,38
"698",2010,13,"West Virginia",1,13
"699",2010,13,"Wisconsin",1,30
"700",2010,13,"Wyoming",1,0
"701",2010,14,"Alabama",1,27
"702",2010,14,"Alaska",1,3
"703",2010,14,"Arizona",1,34
"704",2010,14,"Arkansas",1,18
"705",2010,14,"California",5,46
"706",2010,14,"Colorado",1,28
"707",2010,14,"Connecticut",1,21
"708",2010,14,"Delaware",1,5
"709",2010,14,"Florida",3,41
"710",2010,14,"Georgia",1,47
"711",2010,14,"Hawaii",1,10
"712",2010,14,"Idaho",1,11
"713",2010,14,"Illinois",2,40
"714",2010,14,"Indiana",1,35
"715",2010,14,"Iowa",1,20
"716",2010,14,"Kansas",1,17
"717",2010,14,"Kentucky",1,24
"718",2010,14,"Louisiana",1,25
"719",2010,14,"Maine",1,9
"720",2010,14,"Maryland",1,31
"721",2010,14,"Massachusetts",1,36
"722",2010,14,"Michigan",1,48
"723",2010,14,"Minnesota",1,29
"724",2010,14,"Mississippi",1,19
"725",2010,14,"Missouri",1,32
"726",2010,14,"Montana",1,6
"727",2010,14,"Nebraska",1,12
"728",2010,14,"Nevada",1,15
"729",2010,14,"New Hampshire",1,8
"730",2010,14,"New Jersey",1,44
"731",2010,14,"New Mexico",1,14
"732",2010,14,"New York",3,42
"733",2010,14,"North Carolina",1,45
"734",2010,14,"North Dakota",1,2
"735",2010,14,"Ohio",2,37
"736",2010,14,"Oklahoma",1,22
"737",2010,14,"Oregon",1,23
"738",2010,14,"Pennsylvania",2,39
"739",2010,14,"Rhode Island",1,7
"740",2010,14,"South Carolina",1,26
"741",2010,14,"South Dakota",1,4
"742",2010,14,"Tennessee",1,33
"743",2010,14,"Texas",4,49
"744",2010,14,"Utah",1,16
"745",2010,14,"Vermont",1,1
"746",2010,14,"Virginia",1,43
"747",2010,14,"Washington",1,38
"748",2010,14,"West Virginia",1,13
"749",2010,14,"Wisconsin",1,30
"750",2010,14,"Wyoming",1,0
"751",2010,15,"Alabama",1,27
"752",2010,15,"Alaska",1,3
"753",2010,15,"Arizona",1,34
"754",2010,15,"Arkansas",1,18
"755",2010,15,"California",5,47
"756",2010,15,"Colorado",1,28
"757",2010,15,"Connecticut",1,21
"758",2010,15,"Delaware",1,5
"759",2010,15,"Florida",3,41
